--------------------------------------------------------------------------------
   20 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.46202194  0.5930079 ] 	 {0: 4}
   21 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.52733897 -1.1451455 ] 	 {1: 4}
   22 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.35949286 -0.83169389] 	 {1: 4}
   23 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.32230105 -2.28542272] 	 {1: 4}
   24 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.92574017 -0.27191467] 	 {1: 4}
   25 	 0 	 3 	 [0, 1, 0, 0] 	 [ 0.94197885  1.1554129 ] 	 {0: 3, 1: 1}
   26 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.66587276 -1.32202242] 	 {1: 4}
   27 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.16715561  0.65139481] 	 {0: 4}
   28 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.33549489 -0.48487121] 	 {0: 4}
   29 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.20090613  0.4650918 ] 	 {0: 4}
   30 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.24592885 -0.73187299] 	 {1: 4}
   31 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.22571251  1.4796355 ] 	 {0: 4}
   32 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.7793983   0.00446516] 	 {0: 4}
   33 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.70487409  0.28464905] 	 {0: 4}
   34 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.5769546   0.88718992] 	 {0: 4}
   35 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.87329713  0.66273148] 	 {0: 4}
   36 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.76879887  1.34362825] 	 {0: 4}
   37 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.01924303  0.52527634] 	 {0: 4}
   38 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.33999667  0.83612701] 	 {0: 4}
   39 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.55086263 -0.84385974] 	 {1: 4}
   40 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.96213669 -0.53506671] 	 {1: 4}
   41 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.47135515  0.278533  ] 	 {1: 4}
   42 	 1 	 3 	 [1, 1, 1, 0] 	 [ 0.69908374 -0.4310378 ] 	 {0: 1, 1: 3}
   43 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.49804391 -1.01465547] 	 {1: 4}
   44 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.27954374  1.49817603] 	 {0: 4}
   45 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.0628723   1.26452424] 	 {0: 4}
   46 	 1 	 3 	 [1, 1, 1, 0] 	 [ 0.25929607 -0.66435633] 	 {0: 1, 1: 3}
   47 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.43738919 -0.35361915] 	 {1: 4}
   48 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.60708532  0.44664116] 	 {0: 4}
   49 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.30005134  1.70938416] 	 {0: 4}
   50 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.86456137 -1.25538358] 	 {1: 4}
   51 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.7537557  -0.98327315] 	 {1: 4}
   52 	 0 	 3 	 [1, 0, 0, 0] 	 [-1.01818254 -0.66736741] 	 {0: 3, 1: 1}
   53 	 0 	 3 	 [0, 0, 1, 0] 	 [ 0.73699154  0.3975934 ] 	 {0: 3, 1: 1}
   54 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.66454202 -0.03654473] 	 {0: 1, 1: 3}
   55 	 1 	 3 	 [1, 0, 1, 1] 	 [ 0.79373476 -0.09554382] 	 {0: 1, 1: 3}
   56 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.427831    0.07789307] 	 {0: 4}
   57 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.61600866 -0.2759207 ] 	 {1: 4}
   58 	 0 	 3 	 [0, 0, 1, 0] 	 [ 0.51375216  0.22222675] 	 {0: 3, 1: 1}
   59 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.13663311 -0.3873161 ] 	 {1: 4}
   60 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.68431946  0.82898398] 	 {0: 4}
   61 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.56370183 -0.68308654] 	 {1: 4}
   62 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.06632086 -1.26832266] 	 {1: 4}
   63 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.86018077  1.39557463] 	 {0: 4}
   64 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.06063181 -0.67974416] 	 {1: 4}
   65 	 0 	 3 	 [0, 0, 0, 1] 	 [-0.1024659   0.30876807] 	 {0: 3, 1: 1}
   66 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.85316113  1.00808015] 	 {0: 4}
   67 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.29525069 -1.98732122] 	 {1: 4}
   68 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.73552153 -0.73157575] 	 {1: 4}
   69 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.14905507 -1.21437499] 	 {1: 4}
   70 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.55169289  2.66890861] 	 {0: 4}
   71 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.91273237 -0.0529475 ] 	 {0: 1, 1: 3}
   72 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.86590242  0.11164101] 	 {1: 4}
   73 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.27941691  0.61450913] 	 {0: 4}
   74 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.26950099  0.29904315] 	 {0: 4}
   75 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.77922909 -0.09587881] 	 {1: 4}
   76 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.0146287   0.52201007] 	 {0: 4}
   77 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.32624835 -0.94694055] 	 {1: 4}
   78 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.91638538  1.294501  ] 	 {0: 4}
   79 	 1 	 2 	 [1, 0, 1, 0] 	 [-1.13156032 -1.197521  ] 	 {0: 2, 1: 2}
   80 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.32984036 -0.53225539] 	 {1: 4}
   81 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.99253558 -0.61470621] 	 {1: 4}
   82 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.35397102 -0.82101564] 	 {1: 4}
   83 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.42714974  0.22807462] 	 {0: 1, 1: 3}
   84 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.12886176  0.10790306] 	 {0: 4}
   85 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.78351863 -0.08932019] 	 {0: 1, 1: 3}
   86 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.29535574 -0.09219314] 	 {1: 4}
   87 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.51010763 -0.14100757] 	 {0: 1, 1: 3}
   88 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.00685864 -0.98503638] 	 {1: 4}
   89 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.33503257  0.7360152 ] 	 {0: 4}
   90 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.22413507 -1.29893442] 	 {1: 4}
   91 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.92611154  0.14865662] 	 {0: 4}
   92 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.32431812 -1.06423918] 	 {1: 4}
   93 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.06879808  1.04252891] 	 {0: 4}
   94 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.35778904 -0.31263721] 	 {1: 4}
   95 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.93159331 -0.96735874] 	 {1: 4}
   96 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.93176795 -0.69638141] 	 {1: 4}
   97 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.81096128 -1.00218023] 	 {0: 4}
   98 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.29272132 -0.44873761] 	 {1: 4}
   99 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.33471084  1.12136813] 	 {0: 4}
  100 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.08724478 -2.03036047] 	 {1: 4}
  101 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.8299665  -1.90255948] 	 {1: 4}
  102 	 1 	 3 	 [1, 0, 1, 1] 	 [-0.9113331  -0.97176784] 	 {0: 1, 1: 3}
  103 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.47374799 -0.59752039] 	 {0: 4}
  104 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.05388416 -0.18523281] 	 {1: 4}
  105 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.79415456  0.80796666] 	 {0: 4}
  106 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.0639125  -0.78392068] 	 {1: 4}
  107 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.37262487  1.46927308] 	 {0: 4}
  108 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.36457231 -0.24674996] 	 {1: 4}
  109 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.12328187  0.49388619] 	 {1: 4}
  110 	 1 	 3 	 [1, 1, 1, 0] 	 [ 0.26933617 -0.86432158] 	 {0: 1, 1: 3}
  111 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.86234563  0.10672737] 	 {0: 1, 1: 3}
  112 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.04350909 -1.22448576] 	 {1: 4}
  113 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.31750877 -0.09755191] 	 {0: 1, 1: 3}
  114 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.38739536  1.99274062] 	 {0: 4}
  115 	 0 	 3 	 [0, 0, 1, 0] 	 [ 0.82252684  0.18328965] 	 {0: 3, 1: 1}
  116 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.92183339 -1.08280725] 	 {1: 4}
  117 	 1 	 3 	 [0, 1, 1, 1] 	 [ 0.21071645 -0.32755237] 	 {0: 1, 1: 3}
  118 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.45111738  0.07058206] 	 {1: 4}
  119 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.95165609 -0.07497517] 	 {0: 1, 1: 3}
  120 	 0 	 3 	 [0, 0, 1, 0] 	 [ 0.48204851 -0.08138319] 	 {0: 3, 1: 1}
  121 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.9287772   1.24917629] 	 {0: 4}
  122 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.23407755  1.43706363] 	 {0: 4}
  123 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.29200621 -1.16477565] 	 {1: 4}
  124 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.30083605 -0.92256617] 	 {1: 4}
  125 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.17802   -0.5962659] 	 {1: 4}
  126 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.04138861 -0.94557361] 	 {1: 4}
  127 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.35664008 -0.87803794] 	 {1: 4}
  128 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.6533173  -0.82336682] 	 {1: 4}
  129 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.17118806  1.16180213] 	 {0: 4}
  130 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.63696251 -0.72964853] 	 {1: 4}
  131 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.99514876  2.04546011] 	 {0: 4}
  132 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.72267738 -1.82880711] 	 {1: 4}
  133 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.37828817 -1.1445574 ] 	 {1: 4}
  134 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.99367402 -0.18932311] 	 {1: 4}
  135 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.95072378  1.30678602] 	 {0: 4}
  136 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.34504821  0.06028436] 	 {0: 1, 1: 3}
  137 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.92173519 -0.40285838] 	 {0: 4}
  138 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.935932    1.18061439] 	 {0: 4}
  139 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.84676951  0.58687432] 	 {0: 4}
  140 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.21385659  1.02373288] 	 {0: 4}
  141 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.35830175  0.30398729] 	 {0: 1, 1: 3}
  142 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.06842333  1.11323184] 	 {0: 4}
  143 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.69231539 -1.15485696] 	 {1: 4}
  144 	 0 	 3 	 [0, 0, 1, 0] 	 [ 0.66293657  0.27745966] 	 {0: 3, 1: 1}
  145 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.68913248 -0.4180059 ] 	 {1: 4}
  146 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.42429246  0.7326852 ] 	 {0: 4}
  147 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.39527335 -0.97675301] 	 {1: 4}
  148 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.4755169  -0.01086991] 	 {0: 4}
  149 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.71117871 -0.92459428] 	 {1: 4}
  150 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.49674772 -0.29234313] 	 {0: 1, 1: 3}
  151 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.10797427  0.45725695] 	 {0: 4}
  152 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.87074592 -1.95922426] 	 {1: 4}
  153 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.25745733  0.57428589] 	 {0: 4}
  154 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.92496321  0.54220799] 	 {0: 4}
  155 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.19746891  0.138615  ] 	 {1: 4}
  156 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.29780299  1.29808476] 	 {0: 4}
  157 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.01160424 -1.79170971] 	 {1: 4}
  158 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.57726082  0.12822444] 	 {0: 4}
  159 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.33103542 -0.04995394] 	 {1: 4}
  160 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.38495135  1.24440859] 	 {0: 4}
  161 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.11219329  0.8570553 ] 	 {0: 4}
  162 	 0 	 3 	 [0, 0, 1, 0] 	 [ 0.48680774  0.33551182] 	 {0: 3, 1: 1}
  163 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.19937603 -0.68700222] 	 {1: 4}
  164 	 1 	 2 	 [1, 0, 1, 0] 	 [ 0.77957688  0.01898314] 	 {0: 2, 1: 2}
  165 	 0 	 3 	 [0, 1, 0, 0] 	 [-0.73253138  0.2171661 ] 	 {0: 3, 1: 1}
  166 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.97420867  1.51910232] 	 {0: 4}
  167 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.20092853  0.43455484] 	 {0: 4}
  168 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.00814786  1.56307534] 	 {0: 4}
  169 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.18963467  1.38037693] 	 {0: 4}
  170 	 0 	 3 	 [0, 0, 1, 0] 	 [ 0.4547308   0.09532515] 	 {0: 3, 1: 1}
  171 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.44885985  0.0561883 ] 	 {0: 4}
  172 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.43161983  1.34510699] 	 {0: 4}
  173 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.76086722 -1.15225718] 	 {1: 4}
  174 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.23672802 -1.41293947] 	 {1: 4}
  175 	 0 	 4 	 [0, 0, 0, 0] 	 [-2.02732286 -0.02733345] 	 {0: 4}
  176 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.21989133  0.9697266 ] 	 {0: 4}
  177 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.0960929   0.26036708] 	 {0: 4}
  178 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.11196719 -0.44531091] 	 {1: 4}
  179 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.55454872  0.42596775] 	 {0: 4}
  180 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.55904251  0.28948617] 	 {0: 4}
  181 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.62366973 -1.22171007] 	 {1: 4}
  182 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.07971895  0.66383804] 	 {0: 4}
  183 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.36441192 -0.63002656] 	 {1: 4}
  184 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.21238413 -1.94535157] 	 {1: 4}
  185 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.33530763 -1.11523851] 	 {1: 4}
  186 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.19088163 -0.90211   ] 	 {1: 4}
  187 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.85886702  1.5771924 ] 	 {0: 4}
  188 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.89338212  0.14566258] 	 {1: 4}
  189 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.31725855  0.47270134] 	 {1: 4}
  190 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.37372463 -1.4201281 ] 	 {1: 4}
  191 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.54474412 -0.83254379] 	 {1: 4}
  192 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.34695408  1.03086292] 	 {0: 4}
  193 	 1 	 4 	 [1, 1, 1, 1] 	 [  2.31659787e-04  -4.21587700e-01] 	 {1: 4}
  194 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.25003671  1.24203275] 	 {0: 4}
  195 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.95630131 -0.19556216] 	 {0: 4}
  196 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.72326819 -1.44288416] 	 {1: 4}
  197 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.43165012 -1.63889757] 	 {1: 4}
  198 	 0 	 4 	 [0, 0, 0, 0] 	 [-2.06744588  0.06943175] 	 {0: 4}
  199 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.51189227  1.78250458] 	 {0: 4}
  200 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.61850336 -1.33497901] 	 {1: 4}
  201 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.03893361 -1.31346895] 	 {1: 4}
  202 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.2892657  -0.58582967] 	 {1: 4}
  203 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.87946653  0.81211689] 	 {0: 4}
  204 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.3484835  -0.85062611] 	 {1: 4}
  205 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.94341518 -1.23060023] 	 {1: 4}
  206 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.24763215  0.23673189] 	 {0: 1, 1: 3}
  207 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.08619089  1.95071142] 	 {0: 4}
  208 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.78578855 -1.29726507] 	 {1: 4}
  209 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.19726932 -0.44956701] 	 {1: 4}
  210 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.65417918  1.47614893] 	 {0: 4}
  211 	 1 	 4 	 [1, 1, 1, 1] 	 [ 2.39689511 -0.38353754] 	 {1: 4}
  212 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.59134777 -0.25708415] 	 {1: 4}
  213 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.34527489  0.29403338] 	 {0: 4}
  214 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.84316716 -1.05067357] 	 {1: 4}
  215 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.25124534 -0.57482677] 	 {1: 4}
  216 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.45644492 -0.0831933 ] 	 {0: 1, 1: 3}
  217 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.36379963  1.42919816] 	 {0: 4}
  218 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.538119   -1.31088928] 	 {1: 4}
  219 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.14715913  1.40855853] 	 {0: 4}
  220 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.10194501 -1.72670547] 	 {1: 4}
  221 	 1 	 3 	 [0, 1, 1, 1] 	 [ 0.78275779 -0.55061794] 	 {0: 1, 1: 3}
  222 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.15024301  0.78614379] 	 {0: 4}
  223 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.62506491 -0.79302555] 	 {1: 4}
  224 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.20681049 -1.43009995] 	 {1: 4}
  225 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.36014178 -0.63025766] 	 {1: 4}
  226 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.61174533 -2.16184869] 	 {1: 4}
  227 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.25242506 -1.73492931] 	 {1: 4}
  228 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.43349808 -1.40364717] 	 {1: 4}
  229 	 1 	 3 	 [1, 1, 0, 1] 	 [-0.23436348 -0.1110601 ] 	 {0: 1, 1: 3}
  230 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.26269148 -1.58984907] 	 {1: 4}
  231 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.79625507  2.15793346] 	 {0: 4}
  232 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.58801557 -0.02342568] 	 {0: 4}
  233 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.21121068 -0.72464238] 	 {1: 4}
  234 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.7598739  -0.26261994] 	 {1: 4}
  235 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.96683411 -1.24974094] 	 {1: 4}
  236 	 1 	 3 	 [0, 1, 1, 1] 	 [ 1.0926153   0.33222652] 	 {0: 1, 1: 3}
  237 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.77491786  0.03674731] 	 {1: 4}
  238 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.101074   -1.07156503] 	 {1: 4}
  239 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.03535931 -1.02662773] 	 {1: 4}
  240 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.61788782  1.62482064] 	 {0: 4}
  241 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.48399295  0.7468468 ] 	 {0: 4}
  242 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.36853192  1.55704809] 	 {0: 4}
  243 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.40276856 -0.51533838] 	 {1: 4}
  244 	 0 	 4 	 [0, 0, 0, 0] 	 [ 0.25241515  1.65933103] 	 {0: 4}
  245 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.53017888 -0.83439955] 	 {1: 4}
  246 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.00620252 -0.86139134] 	 {1: 4}
  247 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.62499131 -0.90071333] 	 {1: 4}
  248 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.02827682  1.80209872] 	 {0: 4}
  249 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.08223585  0.97158038] 	 {0: 4}
  250 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.57526357  0.01108008] 	 {0: 4}
  251 	 1 	 4 	 [1, 1, 1, 1] 	 [-0.20772846 -0.44891413] 	 {1: 4}
  252 	 0 	 4 	 [0, 0, 0, 0] 	 [-1.11129568  0.72176951] 	 {0: 4}
  253 	 1 	 4 	 [1, 1, 1, 1] 	 [ 0.56443739 -1.09644907] 	 {1: 4}
  254 	 0 	 4 	 [0, 0, 0, 0] 	 [-0.90218276  0.62787904] 	 {0: 4}
  255 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.4851398  -1.69133143] 	 {1: 4}
  256 	 1 	 4 	 [1, 1, 1, 1] 	 [ 1.96509877 -1.13074103] 	 {1: 4}
